105|V_ID,105|QoL,105|QoL__4,105|QoL__5,105|c_,105|c__4,105|c__5,105|j_,105|j__4,105|j__5,105|ht_,105|ht__4,105|ht__5,105|s_,105|s__4,105|s__5,105|cs_,105|cs__4,105|cs__5,105|e_,105|h_,105|h__4,105|h__5,106|QoL,106|QoL__4,106|QoL__5,106|c_,106|c__4,106|c__5,106|j_,106|j__4,106|j__5,106|ht_,106|ht__4,106|ht__5,106|s_,106|s__4,106|s__5,106|cs_,106|cs__4,106|cs__5,106|e_,106|h_,106|h__4,106|h__5,107|QoL,107|QoL__4,107|QoL__5,107|c_,107|c__4,107|c__5,107|j_,107|j__4,107|j__5,107|ht_,107|ht__4,107|ht__5,107|s_,107|s__4,107|s__5,107|cs_,107|cs__4,107|cs__5,107|e_,107|h_,107|h__4,107|h__5,108|QoL,108|QoL__4,108|QoL__5,108|c_,108|c__4,108|c__5,108|j_,108|j__4,108|j__5,108|ht_,108|ht__4,108|ht__5,108|s_,108|s__4,108|s__5,108|cs_,108|cs__4,108|cs__5,108|e_,108|h_,108|h__4,108|h__5,109|QoL,109|QoL__4,109|QoL__5,109|c_,109|c__4,109|c__5,109|j_,109|j__4,109|j__5,109|ht_,109|ht__4,109|ht__5,109|s_,109|s__4,109|s__5,109|cs_,109|cs__4,109|cs__5,109|e_,109|h_,109|h__4,109|h__5
65000100-010,1.7319724163456318,2,2,0.3262256233240109,3,4,-1.0401564609666762,1,2,-1.0800000000000003,1,1,1.003875968992248,2,2,2.0,2,2,1.0,-0.47797271500395067,4,5,2.606637245777386,2.0,3.0,0.2702157901742806,3.0,4.0,-0.8392083888043456,2.0,2.0,-0.3392857142857142,4.0,4.0,1.003875968992248,2.0,2.0,2.0,2.0,2.0,1.0,-0.488960410299083,4.0,5.0,2.411517170947277,2.0,3.0,-0.06308618447544995,2.0,2.0,-1.081725671471791,1.0,2.0,-1.0171840354767185,1.0,1.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,1.0,-0.43036290662101095,4.0,5.0,2.315229447485901,2.0,3.0,-0.12890980566556967,1.0,2.0,-1.1092703827682633,1.0,1.0,-0.9842672413793102,1.0,1.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,1.0,-0.4661990916932032,4.0,5.0,2.9644547653392426,3.0,3.0,-0.2836259853941392,1.0,1.0,-1.067005341897712,1.0,2.0,-0.2471358428805237,4.0,5.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,1.0,-0.4416540334806308,4.0,5.0
65000100-015,1.0873596788020417,1,1,0.638011248020279,4,5,-0.12818273018327864,4,4,-0.9600000000000001,1,1,0.0155038759689922,1,1,1.0,1,1,1.0,-0.47797271500395067,4,5,1.695475117413681,2.0,2.0,0.6166131411452819,4.0,5.0,-0.036967203687224504,4.0,5.0,-0.4107142857142857,3.0,4.0,0.0155038759689922,1.0,1.0,1.0,1.0,1.0,1.0,-0.488960410299083,4.0,5.0,1.6205508307638328,2.0,2.0,0.2308511332636856,3.0,3.0,-0.13113971974140376,4.0,4.0,-1.0643015521064303,1.0,1.0,0.0155038759689922,1.0,1.0,2.0,2.0,2.0,1.0,-0.43036290662101095,4.0,5.0,1.5857573866556705,2.0,2.0,0.279563904867668,3.0,4.0,-0.13456245191307398,4.0,4.0,-1.1085488505747125,1.0,1.0,0.0155038759689922,1.0,1.0,2.0,2.0,2.0,1.0,-0.4661990916932032,4.0,5.0,1.776163149892623,2.0,2.0,0.32160467894155353,3.0,4.0,-0.14220462849310245,4.0,4.0,-0.9770867430441896,1.0,1.0,0.0155038759689922,1.0,1.0,2.0,2.0,2.0,1.0,-0.4416540334806308,4.0,5.0
65000100-037,1.5773771399142706,2,2,0.46722148257350177,4,5,-0.33574759664752796,3,4,-1.0800000000000003,1,1,1.003875968992248,2,2,1.0,1,1,1.0,-0.47797271500395067,4,5,1.3104203841142334,1.0,2.0,0.3666823942804399,3.0,4.0,-0.2676061402879429,3.0,4.0,-0.3035714285714285,4.0,4.0,1.003875968992248,2.0,2.0,1.0,1.0,1.0,0.0,-0.488960410299083,4.0,5.0,4.1315995263730665,3.0,4.0,-0.009259485429345307,2.0,2.0,-0.41547001509210674,3.0,3.0,-1.0171840354767185,1.0,1.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,1.0,-0.43036290662101095,4.0,5.0,5.0721415821330265,4.0,5.0,-0.037773669175533986,2.0,2.0,-0.4434943846111745,3.0,3.0,-0.9842672413793102,1.0,1.0,1.003875968992248,2.0,2.0,5.0,4.0,5.0,1.0,-0.4661990916932032,4.0,5.0,5.849685079296832,4.0,5.0,-0.03770579446085387,2.0,2.0,-0.49016112176484206,3.0,3.0,-0.1846699399890889,4.0,5.0,1.003875968992248,2.0,2.0,5.0,4.0,5.0,1.0,-0.4416540334806308,4.0,5.0
65000100-029,3.162893382215969,3,3,0.6364761452887457,4,5,0.0843899519311744,4,5,-1.0800000000000003,1,1,1.0,1,1,2.0,2,2,1.0,-0.47797271500395067,4,5,5.165792609622989,4.0,5.0,0.6247885851447502,4.0,5.0,0.3335358633487502,4.0,5.0,-0.3035714285714285,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-0.488960410299083,4.0,5.0,2.9076955284080492,3.0,3.0,0.29348008454350377,3.0,4.0,0.061762385962275,4.0,5.0,-1.0171840354767185,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.43036290662101095,4.0,5.0,2.9541139199824356,3.0,3.0,0.3347345680490757,3.0,4.0,0.1457077539713906,4.0,5.0,-1.0601293103448275,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4661990916932032,4.0,5.0,3.9298653205290934,3.0,4.0,0.39316641160669885,4.0,4.0,0.10192086384328691,4.0,5.0,-0.12356792144026171,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4416540334806308,4.0,5.0
65000100-039,2.8127690716878933,3,3,0.5827724013701996,4,5,-0.3948877575354984,3,3,-0.8971428571428572,1,1,1.0,1,1,2.0,2,2,1.0,-0.47797271500395067,4,5,3.052272663885122,3.0,3.0,0.5671593263291032,4.0,5.0,-0.7223548235734696,2.0,2.0,-0.3035714285714286,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.488960410299083,4.0,5.0,2.5749516493835487,2.0,3.0,0.18977945931502238,3.0,3.0,-0.47421783330729506,3.0,3.0,-0.7102470700031676,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.43036290662101095,4.0,5.0,2.6170209899392867,2.0,3.0,0.12216534867518172,2.0,3.0,-0.5389863179458114,2.0,3.0,-0.4999589490968801,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4661990916932032,4.0,5.0,2.913982024349008,3.0,3.0,0.1926810790426547,3.0,3.0,-0.5227281324280418,2.0,3.0,-0.3143168887849739,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4416540334806308,4.0,5.0
65000100-019,3.76932600762666,3,4,0.3944523772442852,4,4,-1.2538867664630649,1,1,-0.8971428571428572,1,1,1.003875968992248,2,2,4.0,3,4,1.0,-0.47797271500395067,4,5,4.385192565263017,4.0,4.0,0.36083083901887253,3.0,4.0,-1.1512681181633053,1.0,1.0,-0.3392857142857143,4.0,4.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,1.0,-0.488960410299083,4.0,5.0,3.4477309130360325,3.0,4.0,-0.07863293824962003,1.0,2.0,-1.2426671078229936,1.0,1.0,-0.8044821032625913,1.0,2.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,1.0,-0.43036290662101095,4.0,5.0,3.3968027770568043,3.0,4.0,-0.11886919735776322,1.0,2.0,-1.2702499767761026,1.0,1.0,-0.7517549261083744,2.0,2.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,1.0,-0.4661990916932032,4.0,5.0,3.8478970975377735,3.0,4.0,-0.07907846814564565,1.0,2.0,-1.173084418304544,1.0,1.0,-0.4621619515236537,3.0,4.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,1.0,-0.4416540334806308,4.0,5.0
65000100-013,1.4999726582352775,2,2,0.5609261575486789,4,5,-0.8135898651510893,2,2,-0.7771428571428574,2,2,1.0077519379844961,2,2,1.0,1,1,1.0,-0.47797271500395067,4,5,2.366134699455569,2.0,3.0,0.5544698863478219,4.0,5.0,-0.47498385743480853,3.0,3.0,-0.2321428571428571,4.0,5.0,1.0077519379844961,2.0,2.0,1.0,1.0,1.0,1.0,-0.488960410299083,4.0,5.0,1.0197552056114416,1.0,1.0,0.17834188902977427,3.0,3.0,-0.8112053631821983,2.0,2.0,-0.92477035159962,1.0,1.0,1.0077519379844961,2.0,2.0,1.0,1.0,1.0,1.0,-0.43036290662101095,4.0,5.0,1.1405985083112933,1.0,1.0,0.1865148538747577,3.0,3.0,-0.7560447255164983,2.0,2.0,-0.8314244663382595,1.0,2.0,1.0077519379844961,2.0,2.0,1.0,1.0,1.0,1.0,-0.4661990916932032,4.0,5.0,1.0699910932141468,1.0,1.0,0.32577315051888045,3.0,4.0,-0.7252390141038217,2.0,2.0,-1.0966409477047774,1.0,1.0,1.0077519379844961,2.0,2.0,1.0,1.0,1.0,1.0,-0.4416540334806308,4.0,5.0
65000100-011,1.47578757152324,1,2,0.3778045478716981,3,4,-1.3840442613445074,1,1,-1.0400000000000003,1,1,1.0,1,1,2.0,2,2,1.0,-0.47797271500395067,4,5,2.3937505781332167,2.0,3.0,0.26145642067963953,3.0,4.0,-1.0751740036759112,1.0,2.0,-0.3035714285714285,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.488960410299083,4.0,5.0,0.9166134080060306,1.0,1.0,-0.1571309226507029,1.0,1.0,-1.3844736939861138,1.0,1.0,-1.111419068736142,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,-0.43036290662101095,4.0,5.0,1.8384157582326726,2.0,2.0,-0.10546550485352918,1.0,2.0,-1.3952357371746182,1.0,1.0,-1.194683908045977,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.4661990916932032,4.0,5.0,2.84195827245047,3.0,3.0,-0.17372455829690583,1.0,1.0,-1.3579931957829046,1.0,1.0,-0.1846699399890889,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.4416540334806308,4.0,5.0
65000100-028,1.79550696940425,2,2,0.3577813007506926,3,4,-0.004301616342491821,4,5,-1.0800000000000003,1,1,1.0,1,1,2.0,2,2,0.0,-0.47797271500395067,4,5,3.786399203377596,3.0,4.0,0.3669801113407678,3.0,4.0,0.2119509309073396,4.0,5.0,-0.3035714285714285,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.488960410299083,4.0,5.0,1.497707017269522,2.0,2.0,-0.019999056154233766,2.0,2.0,-0.034746984478514736,4.0,5.0,-1.0171840354767185,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,-0.43036290662101095,4.0,5.0,2.5060631969407705,2.0,3.0,0.03373868034663746,2.0,2.0,-0.008243633091973901,4.0,5.0,-1.0532327586206895,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4661990916932032,4.0,5.0,3.5671314283497866,3.0,4.0,0.08882097522173418,2.0,3.0,0.04353240804894498,4.0,5.0,-0.12356792144026171,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4416540334806308,4.0,5.0
65000100-033,2.0341005671663006,2,2,0.5999960348208044,4,5,-1.0879227526505533,1,1,-1.0,1,1,1.0,1,1,1.0,1,1,2.0,-0.47797271500395067,4,5,2.770411358761076,3.0,3.0,0.5745827201677842,4.0,5.0,-0.7437823796790535,2.0,2.0,-0.5714285714285714,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.488960410299083,4.0,5.0,4.77175428140684,4.0,5.0,0.24042533004258193,3.0,3.0,-1.0926318670701636,1.0,1.0,-0.9456762749445677,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,-0.43036290662101095,4.0,5.0,5.72847149049557,4.0,5.0,0.1463190408311904,2.0,3.0,-1.09151914829759,1.0,1.0,-0.8601293103448274,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,-0.4661990916932032,4.0,5.0,6.185815155829623,4.0,5.0,0.22011373664783196,3.0,3.0,-1.0743684971466356,1.0,2.0,-0.5182760501909438,3.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,-0.4416540334806308,4.0,5.0
65000100-032,2.7233809860804135,2,3,0.3939463543596775,4,4,-1.2364686222675618,1,1,-0.9600000000000001,1,1,1.003875968992248,2,2,2.0,2,2,2.0,-0.47797271500395067,4,5,3.4917285928925517,3.0,4.0,0.37975429562020346,4.0,4.0,-1.0279412614208165,1.0,2.0,-0.3749999999999999,3.0,4.0,1.003875968992248,2.0,2.0,2.0,2.0,2.0,2.0,-0.488960410299083,4.0,5.0,3.311378904260215,3.0,3.0,-0.007381828481778638,2.0,2.0,-1.2375682941525246,1.0,1.0,-1.0171840354767185,1.0,1.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,2.0,-0.43036290662101095,4.0,5.0,4.329598661241612,4.0,4.0,0.07178877295538078,2.0,2.0,-1.2266342303921238,1.0,1.0,-1.0532327586206895,1.0,1.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,2.0,-0.4661990916932032,4.0,5.0,6.024701492226448,4.0,5.0,-0.018402886181893452,2.0,2.0,-1.1811470170050757,1.0,1.0,-0.3379705400981996,4.0,4.0,1.003875968992248,2.0,2.0,5.0,4.0,5.0,2.0,-0.4416540334806308,4.0,5.0
65000100-025,1.6545825623729247,2,2,0.3789692487437367,3,4,-0.206413971366861,3,4,-1.0400000000000003,1,1,1.0,1,1,2.0,2,2,0.0,-0.47797271500395067,4,5,3.6820908429068595,3.0,4.0,0.38018232250178124,4.0,4.0,0.09444035927558991,4.0,5.0,-0.3035714285714285,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.488960410299083,4.0,5.0,1.2514551755209549,1.0,2.0,0.0399162584658808,2.0,2.0,-0.24667910758777306,3.0,4.0,-1.111419068736142,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,-0.43036290662101095,4.0,5.0,2.1675490386187395,2.0,2.0,0.06944561316144748,2.0,2.0,-0.2410135748035277,3.0,4.0,-1.194683908045977,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4661990916932032,4.0,5.0,3.3323522837102253,3.0,4.0,0.10378724774245748,2.0,3.0,-0.20621300911133955,3.0,4.0,-0.12356792144026171,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4416540334806308,4.0,5.0
65000100-017,4.785113923273158,4,5,0.5330254722243661,4,5,-0.3082998527733916,3,4,-0.9771428571428573,1,1,1.0155038759689923,2,3,4.0,3,4,1.0,-0.47797271500395067,4,5,5.2352488892282025,4.0,5.0,0.48131009077878756,4.0,5.0,-0.3976046672204933,3.0,3.0,-0.375,3.0,4.0,1.0155038759689923,2.0,3.0,4.0,3.0,4.0,1.0,-0.488960410299083,4.0,5.0,4.42027260113429,4.0,4.0,0.054707866359470836,2.0,2.0,-0.5093291645699949,2.0,3.0,-0.7102470700031676,2.0,2.0,1.0155038759689923,2.0,3.0,4.0,3.0,4.0,1.0,-0.43036290662101095,4.0,5.0,4.466706522495434,4.0,4.0,-0.03820547907771274,2.0,2.0,-0.5444338336057629,2.0,3.0,-0.4999589490968801,3.0,4.0,1.0155038759689923,2.0,3.0,4.0,3.0,4.0,1.0,-0.4661990916932032,4.0,5.0,4.6199317790931635,4.0,4.0,0.018177740490813638,2.0,2.0,-0.5186627121550481,2.0,3.0,-0.45343309173096413,3.0,4.0,1.0155038759689923,2.0,3.0,4.0,3.0,4.0,1.0,-0.4416540334806308,4.0,5.0
65000100-018,2.284588494728238,2,2,0.4053941709781535,4,4,-0.7456901041031071,2,2,-0.8971428571428572,1,1,1.0,1,1,2.0,2,2,1.0,-0.47797271500395067,4,5,2.9002012802136847,3.0,3.0,0.25731165089984165,3.0,3.0,-0.5288642461013596,2.0,3.0,-0.3392857142857143,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.488960410299083,4.0,5.0,1.9943121086450564,2.0,2.0,-0.05395361953478221,2.0,2.0,-0.8111242951959831,2.0,2.0,-0.7102470700031676,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.43036290662101095,4.0,5.0,2.003156743784833,2.0,2.0,-0.2211375996983415,1.0,1.0,-0.8095476157267425,2.0,2.0,-0.4999589490968801,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4661990916932032,4.0,5.0,2.2910025097874573,2.0,2.0,-0.06021751332489367,2.0,2.0,-0.7962460431654157,2.0,2.0,-0.41087990024160237,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-0.4416540334806308,4.0,5.0
65000100-021,3.5167609828091555,3,4,0.36315200403729253,3,4,-0.2522942752164338,3,4,-1.1200000000000003,1,1,1.003875968992248,2,2,2.0,2,2,2.0,-0.47797271500395067,4,5,5.246450071649029,4.0,5.0,0.2372694355619444,3.0,3.0,-0.13073492260608133,4.0,4.0,-0.3749999999999999,3.0,4.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,2.0,-0.488960410299083,4.0,5.0,3.849935236930059,3.0,4.0,-0.19725213205313208,1.0,1.0,-0.4149066246519038,3.0,3.0,-1.111419068736142,1.0,1.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,2.0,-0.43036290662101095,4.0,5.0,4.645994464213494,4.0,4.0,-0.14033110956938533,1.0,1.0,-0.522184636849498,2.0,3.0,-1.2291666666666665,1.0,1.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,2.0,-0.4661990916932032,4.0,5.0,5.404997136761995,4.0,5.0,-0.28950122202874623,1.0,1.0,-0.5267524910689392,2.0,3.0,-0.34097108565193657,4.0,4.0,1.003875968992248,2.0,2.0,4.0,3.0,4.0,2.0,-0.4416540334806308,4.0,5.0
65000100-006,0.7435719614882037,1,1,0.5853946185493556,4,5,-1.4077259110494496,1,1,-0.9600000000000001,1,1,0.003875968992248,1,1,1.0,1,1,2.0,-0.47797271500395067,4,5,1.5845582639161324,2.0,2.0,0.5691937094055497,4.0,5.0,-1.0888367184682965,1.0,1.0,-0.4107142857142857,3.0,4.0,0.003875968992248,1.0,1.0,1.0,1.0,1.0,2.0,-0.488960410299083,4.0,5.0,1.3681043343757413,1.0,2.0,0.1517173849586927,2.0,3.0,-1.4341771107368932,1.0,1.0,-0.922949002217295,1.0,1.0,0.003875968992248,1.0,1.0,2.0,2.0,2.0,2.0,-0.43036290662101095,4.0,5.0,1.5484603983019598,2.0,2.0,0.21876245089255303,3.0,3.0,-1.413438700004581,1.0,1.0,-0.7945402298850573,2.0,2.0,0.003875968992248,1.0,1.0,2.0,2.0,2.0,2.0,-0.4661990916932032,4.0,5.0,1.8638652711914032,2.0,2.0,0.1824496686349388,3.0,3.0,-1.333888711569446,1.0,1.0,-0.5469176213857065,3.0,3.0,0.003875968992248,1.0,1.0,2.0,2.0,2.0,2.0,-0.4416540334806308,4.0,5.0
65000100-004,2.4500294284775115,2,3,0.5863022192392721,4,5,-0.702176044750058,2,2,-0.9600000000000001,1,1,0.003875968992248,1,1,2.0,2,2,2.0,-0.47797271500395067,4,5,3.2451665609277884,3.0,3.0,0.5730571609541383,4.0,5.0,-0.4320918730052296,3.0,3.0,-0.4107142857142857,3.0,4.0,0.003875968992248,1.0,1.0,2.0,2.0,2.0,2.0,-0.488960410299083,4.0,5.0,2.289437293154654,2.0,2.0,0.22669225968562282,3.0,3.0,-0.6593267872170618,2.0,3.0,-0.851441241685144,1.0,1.0,0.003875968992248,1.0,1.0,2.0,2.0,2.0,2.0,-0.43036290662101095,4.0,5.0,2.454894711781744,2.0,3.0,0.2525153681567352,3.0,3.0,-0.6648952348234614,2.0,2.0,-0.6704022988505746,2.0,3.0,0.003875968992248,1.0,1.0,2.0,2.0,2.0,2.0,-0.4661990916932032,4.0,5.0,2.6065818990692295,2.0,3.0,0.3127764827994903,3.0,4.0,-0.6445758209330944,2.0,3.0,-0.6238406983087834,3.0,3.0,0.003875968992248,1.0,1.0,2.0,2.0,2.0,2.0,-0.4416540334806308,4.0,5.0
65000100-026,4.219871146190157,3,4,0.6431693762086577,4,5,0.09467448498545089,4,5,-1.0400000000000003,1,1,1.0,1,1,3.0,3,3,1.0,-0.47797271500395067,4,5,6.066205097155916,4.0,5.0,0.6534094907465119,4.0,5.0,0.2053274452799158,4.0,5.0,-0.3035714285714285,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,-0.488960410299083,4.0,5.0,4.8764801711207175,4.0,5.0,0.32927570238152126,3.0,4.0,0.0889864440963489,4.0,5.0,-1.111419068736142,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,-0.43036290662101095,4.0,5.0,3.8047226466861583,3.0,4.0,0.36222380974197677,3.0,4.0,0.13786459530405148,4.0,5.0,-1.2291666666666665,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.4661990916932032,4.0,5.0,5.9714154131856585,4.0,5.0,0.3826219410788559,4.0,4.0,0.1540154270276952,4.0,5.0,-0.12356792144026171,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,-0.4416540334806308,4.0,5.0
65000100-005,0.2802616413072836,1,1,0.6427945820697449,4,5,-0.30741736861565305,3,4,-0.5771428571428575,3,3,0.0,1,1,0.0,1,1,1.0,-0.47797271500395067,4,5,0.8198320038424538,1.0,1.0,0.6286632657492889,4.0,5.0,-0.08772799446489504,4.0,4.0,-0.2321428571428571,4.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.488960410299083,4.0,5.0,-0.14333306525250594,1.0,1.0,0.2879198444570044,3.0,4.0,-0.315033176987771,3.0,4.0,-0.6858568261007285,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.43036290662101095,4.0,5.0,0.08751690393612416,1.0,1.0,0.3323411008060338,3.0,4.0,-0.3476316733212057,3.0,4.0,-0.43099343185550076,3.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.4661990916932032,4.0,5.0,-0.020858938803410304,1.0,1.0,0.35450359405374476,3.0,4.0,-0.30024267442133723,3.0,4.0,-0.6334658249551868,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.4416540334806308,4.0,5.0
65000100-003,2.7569596061685266,2,3,0.667798499328204,4,5,-0.6767421471479745,2,2,-0.7600000000000002,2,2,1.003875968992248,2,2,1.0,1,1,2.0,-0.47797271500395067,4,5,3.412248448857532,3.0,4.0,0.6588590226996986,4.0,5.0,-0.3508118468210463,3.0,4.0,-0.4107142857142857,3.0,4.0,1.003875968992248,2.0,2.0,1.0,1.0,1.0,2.0,-0.488960410299083,4.0,5.0,2.3518376173809465,2.0,3.0,0.28713856913378877,3.0,4.0,-0.6817630163413743,2.0,2.0,-0.8270509977827051,1.0,2.0,1.003875968992248,2.0,2.0,1.0,1.0,1.0,2.0,-0.43036290662101095,4.0,5.0,2.536540461581048,2.0,3.0,0.3212781241591074,3.0,4.0,-0.7382909766587135,2.0,2.0,-0.5841235632183907,3.0,3.0,1.003875968992248,2.0,2.0,1.0,1.0,1.0,2.0,-0.4661990916932032,4.0,5.0,2.5220570565939964,2.0,3.0,0.3220788500969564,3.0,4.0,-0.6388394736954286,2.0,3.0,-0.7234042553191489,2.0,2.0,1.003875968992248,2.0,2.0,1.0,1.0,1.0,2.0,-0.4416540334806308,4.0,5.0
65000100-022,3.777167224295674,3,4,0.5370997506025363,4,5,-0.24195981130291144,3,4,-1.0400000000000003,1,1,1.0,1,1,3.0,3,3,1.0,-0.47797271500395067,4,5,4.542631113057462,4.0,4.0,0.4857218098621675,4.0,5.0,-0.27555885793419416,3.0,4.0,-0.1785714285714285,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.488960410299083,4.0,5.0,3.284695649186546,3.0,3.0,0.07808476868522249,2.0,2.0,-0.25160714414152363,3.0,4.0,-1.111419068736142,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.43036290662101095,4.0,5.0,3.054801021023001,3.0,3.0,0.06289602652338258,2.0,2.0,-0.31272924714051176,3.0,4.0,-1.2291666666666665,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.4661990916932032,4.0,5.0,4.156009443034547,3.0,4.0,0.03539533621565136,2.0,2.0,-0.34253273258645334,3.0,4.0,-0.09519912711402059,4.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,-0.4416540334806308,4.0,5.0
65000100-024,2.621216301564096,2,3,0.3614535563299817,3,4,-0.2261405087541831,3,4,-1.0400000000000003,1,1,1.003875968992248,2,2,3.0,3,3,0.0,-0.47797271500395067,4,5,3.8684137074324187,3.0,4.0,0.38453133972305714,4.0,4.0,0.1118239518733396,4.0,5.0,-0.1428571428571428,4.0,5.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,0.0,-0.488960410299083,4.0,5.0,2.2813113505515754,2.0,2.0,0.003150060373333541,2.0,2.0,-0.18393270345685342,3.0,4.0,-1.111419068736142,1.0,1.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,0.0,-0.43036290662101095,4.0,5.0,2.216578808999615,2.0,2.0,0.07336995470462082,2.0,2.0,-0.19978411495807338,3.0,4.0,-1.194683908045977,1.0,1.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,0.0,-0.4661990916932032,4.0,5.0,3.511835092138541,3.0,4.0,0.14832501089376549,2.0,3.0,-0.19871185426684174,3.0,4.0,0.0,4.0,5.0,1.003875968992248,2.0,2.0,3.0,3.0,3.0,0.0,-0.4416540334806308,4.0,5.0
65000180-003,3.2084532190150448,3,3,0.6140761660593973,4,5,-0.8914413624398793,2,2,-0.9719027661357924,1,1,2.003875968992248,3,4,2.0,2,2,1.0,-0.5461547874609289,4,5,3.5806818725596448,3.0,4.0,0.6121851065183237,4.0,5.0,-0.6783320738786263,2.0,2.0,-0.8035714285714285,1.0,2.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5534757005008721,4.0,5.0,3.1408150434053153,3.0,3.0,0.2250287927450827,3.0,3.0,-0.8627297587485301,2.0,2.0,-0.6823725055432373,2.0,3.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.5429874540402482,4.0,5.0,3.4565487650687516,3.0,4.0,0.23280118700168487,3.0,3.0,-0.8906868662939246,2.0,2.0,-0.2734913793103447,4.0,5.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.6159501453209117,4.0,4.0,3.1865216592055123,3.0,3.0,0.2785219324750932,3.0,4.0,-0.8909558282104217,2.0,2.0,-0.7239498090561921,2.0,2.0,2.003875968992248,3.0,4.0,2.0,2.0,2.0,1.0,-0.4809706049952155,4.0,5.0
